Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
侯友宜,houyuih,100044642490075,POLITICIAN,TW,顧好台灣，人民好康！,2016-05-26 07:40:26,622391,673015,2024-01-11 13:39:39 CST,2024-01-11,13:39:39,Photo,"9,951",8504,1074,143,59,1,14,2,45,109,,-,0,0,0,N/A,https://www.facebook.com/100044642490075/posts/936889694475772,台灣的未來，由2350萬台灣人民決定，當自己的主人，做世界的朋友！ 今天我和趙少康共同舉行國際記者會，向全國民眾及全世界的好朋友們報告，未來侯友宜領導的中華民國，會扭轉兩岸兵兇戰危的局勢，讓台灣這片土地的所有人民，走回安定繁榮的道路，並扛起身為印太地區重要成員的責任，扮演和平的促進者、區域的穩定者，實現「台海安定、台灣安全、世界安心」。 當前台灣面臨的最大挑戰之一，就是不斷升高的台海軍事緊張。在我提出「3D戰略」中，我特別重視嚇阻（deterrence），用足夠的國防實力，讓犯台的對手付出慘重代價，我也提出「發布國家安全戰略」、「百億加薪提升士氣」、和「強化訓練」三項作法，再次擦亮中華民國國軍的招牌。 其次是對話（dialogue），我要重啟政府間對話，避免意外，防止衝突，並透過民間交流，逐步恢復事務性交流，累積雙方善意，做到降低台海戰爭風險（de-escalation），實現台海穩定及和平。 如果未來兩岸恢復事務性協商，我會優先保障台灣民眾人身安全與自由，對於台灣民眾非常關心在大陸的人身自由，未來兩岸恢復事務性協商，我會提出三項主張，包括運用兩岸兩會聯繫機制，杜絕台灣民眾被無理盤問、留置與騷擾，落實台灣民眾人身自由受限案件24小時通報，以及行政拘留案件納入兩岸司法互助協議。 穩定的兩岸關係有助於台灣拓展國際空間，我上任後會以印太地區作為外交重心，我會設立印太願景辦公室，定期發布印太願景報告，和區域成員一起追求自由開放的印太願景。 我很清楚的知道，「捍衛國家安全、保障國民人權」，是總統最重要的責任，也是我的兩岸及外交政策追求的目標。面對強大的對手，我們既要有充足的武力，又要能勇敢談判，才能化解衝突。 我也要強調，我對中國大陸的任何意圖，從來沒有存在不切實際的想法，在我的任內，不會觸及統一問題。兩岸關係必須以務實穩健態度看待，將來我除了會不斷強化國防軍備，提升自我防衛能力，讓對方不敢輕易發動戰爭，也要從低位穩定的民間交流開始，逐步地展開對談，最後才是原則性的官方互動模式，「用實力確保和平，用交流增進理解」，把兩岸衝突的風險降到最低。 在我擔任警察三十多年的歲月裡，我以生命守護人民，我也會用同樣的承擔，保護我們得來不易的民主自由，確保台灣的未來由2350萬台灣人民決定。我們要「當自己的主人、做世界的朋友」，發揮中華民國立國113年的堅韌力量，共同走出台灣人自己的路。,https://www.facebook.com/photo.php?fbid=936888707809204&set=a.265757784922303&type=3,,,Photos from 侯友宜's post,,,,,-1.18
柯文哲,DoctorKoWJ,100044470088043,PERSON,TW,"現任台灣民眾黨主席，前臺北市市長、臺大醫院急診部醫師、臺大醫院創傷醫學部主任、臺大醫學院教授
興趣:建立SOP

人生哲學：
對的事情認真做，不對的事不要做
心存善念，盡力而為
",2011-10-20 12:27:28,2060913,2194150,2024-01-11 12:01:55 CST,2024-01-11,12:01:55,Photo,"35,993",33633,1548,209,289,2,22,8,44,238,,-,0,0,0,N/A,https://www.facebook.com/100044470088043/posts/913713396787655,「柯P我愛你」、「柯P凍蒜」、「阿北加油」，今天上午在中和的車隊掃街，一直在這樣的聲音中度過，而我的麥克風手 邱臣遠，則不斷大喊「#總統1號柯文哲，#立委2號邱臣遠」「拉票，固票，記得投票」、「投給一定會贏的柯文哲」。 中和的鄉親超級有活力， #音效組 加油聲從街頭響到街尾，#設備組 道具更是華麗，沿街除了基本款的小旗子，還有造勢場合規格的戰旗、政策記者會用的政見易拉展、站路口常出現的米老鼠手套。簡直把一個小型競選總部直接搬到馬路上。謝謝中和，你們真的有夠厲害的！ 我們知道台灣人民已經厭倦藍綠，希望能有新的選擇。這次民眾黨要挑戰中和的是現任不分區立委邱臣遠，他對交通升級、都市更新、兒少權益、長者福利、中小企業轉型都有完整的政策規劃。過去四年在立院的表現，也備受評鑑肯定，我向各位中和的朋友們鄭重推薦，請讓熟悉立法院運作、懂得如何與中央部會溝通的邱臣遠，繼續留在國會，為中和爭取建設。 最後我再次向大家拜託，這場總統選舉是新政治跟舊勢力的對決、自媒體跟傳統媒體的對決、理性務實科學跟意識形態的對決、公民運動和傳統樁腳政治的對決。總統投給①柯文哲，吳欣盈，政黨票支持⑫ 台灣民眾黨，住在新北中和請給②邱臣遠一個服務的機會。 1/13，你我一起改變台灣的政治文化。 今日其他活動，請見留言。,https://www.facebook.com/photo.php?fbid=913710686787926&set=a.520233149469017&type=3,,,Photos from 柯文哲's post,,,,,1.36
侯友宜,houyuih,100044642490075,POLITICIAN,TW,顧好台灣，人民好康！,2016-05-26 07:40:26,622391,673015,2024-01-11 11:55:53 CST,2024-01-11,11:55:53,Native Video,"6,722",5166,1147,185,75,2,19,3,51,74,owned,Yes,33960,34686,0,01:04:13,https://www.facebook.com/100044642490075/posts/936846814480060,侯友宜趙少康正副總統候選人2024國際記者會完整內容！反對台獨，反對一國兩制，台灣未來由2350萬人共同決定！,https://www.facebook.com/houyuih/videos/401643245660052/,,,侯友宜趙少康正副總統候選人2024國際記者會完整內容！反對台獨，反對一國兩制，台灣未來由2350萬人共同決定！,,,,,-1.47
侯友宜,houyuih,100044642490075,POLITICIAN,TW,顧好台灣，人民好康！,2016-05-26 07:40:26,622391,673015,2024-01-11 10:31:05 CST,2024-01-11,10:31:05,Live Video Complete,"5,641",3834,1205,271,212,1,14,1,34,69,owned,Yes,57442,57995,0,01:09:30,https://www.facebook.com/100044642490075/posts/1080166253017799,【Live直播】「新北站出來 侯康在眼前」侯友宜新北車隊掃街拜票,https://www.facebook.com/houyuih/videos/1080166253017799/,,,【Live直播】「新北站出來 侯康在眼前」侯友宜新北車隊掃街拜票,,,,,1.26
賴清德,chingte,100044573580122,POLITICIAN,TW,2020年5月20日宣誓就任第15任副總統,2010-12-15 08:29:54,854535,890718,2024-01-11 09:30:37 CST,2024-01-11,09:30:37,Live Video Complete,"13,791",7827,4802,340,533,3,18,2,51,215,crosspost,No,44974,45628,89523,02:48:21,https://www.facebook.com/100044573580122/posts/748917370013194,【直播中】台灣隊出發！與我們一起在路上！🚗 1月11日 上午場,https://www.facebook.com/chingte/videos/748917370013194/,,,【直播中】台灣隊出發！與我們一起在路上！🚗 1月11日 上午場,,,,,2.08
賴清德,chingte,100044573580122,POLITICIAN,TW,2020年5月20日宣誓就任第15任副總統,2010-12-15 08:29:54,854535,890718,2024-01-11 09:25:50 CST,2024-01-11,09:25:50,Photo,"10,047",8819,505,145,118,1,11,2,42,404,,-,0,0,0,N/A,https://www.facebook.com/100044573580122/posts/929254528570325,🚗 TEAM TAIWAN 車隊雙北集合，迎向勝利之路！ ​ 選戰進入最後關鍵 48 小時，TEAM TAIWAN 車隊在這週已經跑遍全台灣。 ​ 明天，也就是選前最後一天，我和 蕭美琴 Bi-khim Hsiao 將回到雙北，走向最後一哩迎向勝利的路！ ​ 邀請雙北美德站出來，和我們一起 #在路上 相遇，讓我們一起 #選對的人 #走對的路 ！ ​ 🚗 【 1月12日（五）車掃路線 】 ​ ✨賴清德車掃路線 --上午-- 09：30｜吳琪銘｜新北市土城區 10：05｜羅致政｜新北市板橋區東 10：40｜張宏陸｜新北市板橋區西 11：30｜李坤城｜新北市三重區 --下午-- 14：00｜王世堅｜台北市大同區 14：20｜吳沛憶｜台北市萬華區 ​ ✨蕭美琴車掃路線 --上午-- 09：50｜蘇巧慧｜新北市樹林新莊 10：40｜吳秉叡｜新北市新莊區 11：30｜林淑芬｜新北市蘆洲區 --下午-- 14：00｜何博文｜新北市淡水區 ​ ✨台北合體車掃路線 15：30｜賴清德、蕭美琴、台北市 8 位候選人｜台北市忠孝東、西路 ​ ​ 🔴民主進步黨、賴清德、蕭美琴， FB、YT 官方社群平台全程同步直播,https://www.facebook.com/photo.php?fbid=929254165237028&set=a.519537102875405&type=3,,,Photos from 賴清德's post,,,,,-1.21
柯文哲,DoctorKoWJ,100044470088043,PERSON,TW,"現任台灣民眾黨主席，前臺北市市長、臺大醫院急診部醫師、臺大醫院創傷醫學部主任、臺大醫學院教授
興趣:建立SOP

人生哲學：
對的事情認真做，不對的事不要做
心存善念，盡力而為
",2011-10-20 12:27:28,2058820,2192088,2024-01-10 22:12:47 CST,2024-01-10,22:12:47,Photo,"22,881",20542,1710,225,204,4,32,7,34,123,,-,0,0,0,N/A,https://www.facebook.com/100044470088043/posts/913391120153216,選戰倒數三天，我們的 #五五計畫🌱🌱🌱 也縮短成三點連線，請大家從今天開始： 早點回家、早點起床、找家中長輩一起吃早點，談談小草心中的美好臺灣，告訴長輩，愛台灣不是只有一種方式、不分先來後到、也不會分顏色。 三點連線後，1/12一起上凱道、1/13一起去投票，我們將一起邁向勝利的終點！ #2300KPTV見！,https://www.facebook.com/photo.php?fbid=913391100153218&set=a.520233149469017&type=3,,請 選哲 Kp 相信美好台灣 Keep Promise 想要跟你吃早點,,,,,,-1.16
侯友宜,houyuih,100044642490075,POLITICIAN,TW,顧好台灣，人民好康！,2016-05-26 07:40:26,621740,672365,2024-01-10 22:10:19 CST,2024-01-10,22:10:19,Photo,"13,098",10859,1710,125,75,0,14,2,35,278,,-,0,0,0,N/A,https://www.facebook.com/100044642490075/posts/936515347846540,倒數3天，距離台灣再出發，只剩3天！ 總統票投3，讓侯友宜做您的靠山， 中華民國要重返安定繁榮的道路，更需要你我做彼此的靠山！ 挺侯康，拚輪替，讓台灣再出發，大家逗陣行，一定會成功！,https://www.facebook.com/photo.php?fbid=936512767846798&set=a.265757784922303&type=3,,SSC SSC 3,Photos from 侯友宜's post,,,,,1.04
賴清德,chingte,100044573580122,POLITICIAN,TW,2020年5月20日宣誓就任第15任副總統,2010-12-15 08:29:54,853293,889480,2024-01-10 21:30:13 CST,2024-01-10,21:30:13,Native Video,"68,894",63330,2913,976,443,6,41,13,113,1059,owned,Yes,368703,373978,0,00:00:30,https://www.facebook.com/100044573580122/posts/929187355243709,選戰進入最後關鍵時刻，這週一開始，我和 蕭美琴 Bi-khim Hsiao 以及台灣隊夥伴開始進行全台大車掃，沿路向每一位相遇的鄉親請託。 ​ 謝謝每一位 #在路上 與我們揮手、打氣的鄉親朋友，你們都是台灣的美德。 ​ 我要再次邀請所有台灣隊友，1 月 11 日 #凱道護國之夜 ；1 月 12 日 #迎向勝利之夜 ，請一起站出來，讓我們大聲告訴世界，台灣會選對的人，走對的路！ ​ 2024 台灣的民主進步力量會贏，台灣的最佳組合就是賴清德和蕭美琴。 ​ 最後一哩路，讓我們一起衝、一起拚，把握最後衝刺階段，拚總統勝選、國會過半！讓美德贏台灣，也讓台灣贏得美！ ​ ​ ✨凱道護國之夜 1／11（四）18:30 ｜凱達格蘭大道 ​ ✨迎向勝利選前之夜 1／12（五）18:00｜板橋第二運動場（民權路 117 號）,https://www.facebook.com/chingte/videos/1732788893888977/,,,美德雙全，雙箭齊發｜謝謝在路上與我們相遇的每一個你！,,,,,6.79
柯文哲,DoctorKoWJ,100044470088043,PERSON,TW,"現任台灣民眾黨主席，前臺北市市長、臺大醫院急診部醫師、臺大醫院創傷醫學部主任、臺大醫學院教授
興趣:建立SOP

人生哲學：
對的事情認真做，不對的事不要做
心存善念，盡力而為
",2011-10-20 12:27:28,2058820,2192088,2024-01-10 20:04:59 CST,2024-01-10,20:04:59,Photo,"41,136",38374,1797,266,329,5,62,8,46,249,,-,0,0,0,N/A,https://www.facebook.com/100044470088043/posts/913321996826795,車隊掃街一個多禮拜了，全台各地的 #小草，都不斷進化，更多樣化了。本來基本款的小草夾飾，漸漸出現絨毛款、巨大款，多株款、閃光款，我實在佩服大家的創意。 今天車掃行程來到宜蘭，感謝天公作美，雖然是陰天，但完全沒下雨，也比前幾天的台南高雄要涼爽多了，讓我更有精神跟大家揮手。有人把 #可達鴨 舉得高高的，更有人扮成暴龍、青蛙、馬、無臉男，一起大跳炸裂舞，高喊「票！投！柯文哲！#票投1號柯文哲！」，真不知道為什麼我的車掃有這麼多動物參與。 下午來到新北三蘆五股，加油聲更是此起彼落，賣麵的、吃麵的、賣豆花、吃豆花的，都在路旁邊跟我加油，也有很多打氣聲來自樓上住戶的祝福。 我也要鄭重跟大家推薦，今天的兩位麥克風手，分別是陳琬惠跟李有宜。要參選宜蘭縣立委的 立法委員陳琬惠，過去是民眾黨立院黨團主任，她對法案審查跟監督預算都非常嫻熟，遞補不分區之後，更有 #立院女戰神 之稱。不論是民進黨綠能產業的違法套利 ，或是政府對豬肉價格的 掌控失靈 ，或 NCC違法濫權 ，都能看到她勇於揭弊的身影，我們需要把這樣的人才留在立法院，也要為宜蘭人爭取更多資源。 下午新北三蘆五股的麥克風手，是 李有宜。她是 台大會計系畢業，美國哥倫比亞大學政治系碩士，專業學識豐富，而且年輕肯創新，我相信她能為三蘆五股帶來盎然新意。 選戰倒數3天，我會繼續車隊掃街、廟口開講、逛夜市拜票，希望能讓更多民眾認同我的勤奮努力。拜託大家1/13一定要出來投票，自己決定台灣的未來。總統投給1號柯文哲，吳欣盈，政黨票支持12號 台灣民眾黨，讓我們為台灣帶來新的改變，走出新的方向，我們要贏，而且 #一定會贏 ！,https://www.facebook.com/photo.php?fbid=913317806827214&set=a.520233149469017&type=3,,,Photos from 柯文哲's post,,,,,1.56
柯文哲,DoctorKoWJ,100044470088043,PERSON,TW,"現任台灣民眾黨主席，前臺北市市長、臺大醫院急診部醫師、臺大醫院創傷醫學部主任、臺大醫學院教授
興趣:建立SOP

人生哲學：
對的事情認真做，不對的事不要做
心存善念，盡力而為
",2011-10-20 12:27:28,2058820,2192088,2024-01-10 20:02:50 CST,2024-01-10,20:02:50,Photo,"33,670",30672,1324,1126,272,2,34,4,42,194,,-,0,0,0,N/A,https://www.facebook.com/100044470088043/posts/913320953493566,各位年輕朋友，你們好： 我上一封信提到，一位兒子拍了影片，向父親溫柔解釋為什麼會支持我。他的父親覺得柯文哲「台北市長八年不知道做了什麼」，他列出了我在市長任內的部分建設成果，「不為說服，只想讓您看看我眼中的柯P」，能因為討論我與公共事務，促成家庭裡對話，我覺得很高興。 透過新聞片段呈現我的，常是某些「語不驚人死不休」。但我很希望，若能公允把我在台北市8年的施政成果攤開，除了東、西門戶計畫， #市場改建 與 #社宅 、 #還債570億，還把許多延宕多年，差點爛尾樓的北藝、北流、大巨蛋都蓋完、並且改善安全性；至於過去的「五大案」，有追回權利金的、重新招標的、有人被判刑去關的，也都盡力還給社會公平正義。 在少子化、AI趨勢下，我特別重視教育與平權，我到新加坡取經，在台北致力推動雙語教育，236所學校到卸已有79校進行雙語教育。為國小、國高中生設線上課程「酷課雲」，疫情期間許多外縣市、海外僑校都大量使用。發放一生一平板、教室用85吋大螢幕等數位教學，我認為唯有能掌握學習數位工具、能上網，才能讓每位學生公平完善受到教育，才有突破社會階級，向上流動的可能性。 我重視長照、醫療，為65歲以上長者付健保費。參選總統要推動全責醫護，醫療衛生的國家支出從現行GDP的6.6%提高到8%， #改善健保點數制與血汗醫療 的問題；我執行鄰里交通改善計劃，劃設 #綠色人行通道 ，車禍事故死亡率降到六都最低，保護人民生命財產安全，是我的責任。 我希望年輕人能讓長輩理解，支持柯文哲的人，不是被什麼花言巧語所騙，也不是膚淺地被撩撥起對既有建制者的不滿，而是看到我從政10年以來，誠懇努力解決問題，擁有長期計畫與系統性改革的決心與能力。 人非完人，我也知道我有缺點，但我每天自我反省改進，我相信專業、尊重專業，任用人才不分顏色。我希望改變台灣政壇，推諉卸責、欺騙隱瞞的文化。這樣，才能風行草偃，人民重新信任政府、齊力打拼、#再創台灣奇蹟 。 受嚴格監督的政治人物，才會更努力回應民眾需求，我是一個這樣的政治人物，我當然有缺點、但我願意傾聽諫言、願意反省改過、團隊廣納百川且互相尊重包容，創黨時間很短，但我們一天當三天用，清廉、勤政、愛民、愛鄉土是我們的座右銘。 請告訴你的家人、朋友，台灣真的需要勤勞認真的政治人物，務實的為人民解決問題，台灣才會朝進步方向前進，讓年輕人不要再低薪、過勞、窮忙、不需要離鄉背井，出國打拼，要根留台灣也能看得到希望。 錯過這一次，我們將落後不只四年。,https://www.facebook.com/photo.php?fbid=913320880160240&set=a.520233149469017&type=3,,,Photos from 柯文哲's post,,,,,1.27
賴清德,chingte,100044573580122,POLITICIAN,TW,2020年5月20日宣誓就任第15任副總統,2010-12-15 08:29:54,853293,889480,2024-01-10 19:57:22 CST,2024-01-10,19:57:22,Live Video Complete,"9,661",6526,2405,141,361,0,16,2,51,159,crosspost,No,41165,42496,101139,01:49:00,https://www.facebook.com/100044573580122/posts/1534343537386533,【直播中】美德站出來！ TEAM TAIWAN 挺彰化！黃金週造勢！,https://www.facebook.com/chingte/videos/1534343537386533/,,,【直播中】美德站出來！ TEAM TAIWAN 挺彰化！黃金週造勢！,,,,,1.46
賴清德,chingte,100044573580122,POLITICIAN,TW,2020年5月20日宣誓就任第15任副總統,2010-12-15 08:29:54,853293,889480,2024-01-10 18:31:24 CST,2024-01-10,18:31:24,Live Video Complete,"8,816",6241,1846,142,348,1,14,4,54,166,crosspost,No,36205,36686,56270,01:21:55,https://www.facebook.com/100044573580122/posts/1593106571506279,【直播中】美德站出來！ TEAM TAIWAN 挺苗栗！黃金週造勢！ － 🟩 加入LINE@：https://page.line.me/chingte:=:https://page.line.me/825hbtns 🟩 追蹤 Facebook：https://www.facebook.com/chingte 🟩 追蹤 Instagram： https://www.instagram.com/william_chingte:=:https://www.instagram.com/william_chingte/ 🟩 跟隨 Twitter：https://twitter.com/ChingteLai 🟩 加入 Team Taiwan：https://taiwan2024.tw/,https://www.facebook.com/chingte/videos/1593106571506279/,,,【直播中】美德站出來！ TEAM TAIWAN 挺苗栗！黃金週造勢！,,,,,1.33
侯友宜,houyuih,100044642490075,POLITICIAN,TW,顧好台灣，人民好康！,2016-05-26 07:40:26,621740,672365,2024-01-10 18:07:18 CST,2024-01-10,18:07:18,Photo,"15,847",13624,1576,323,83,3,22,2,41,173,,-,0,0,0,N/A,https://www.facebook.com/100044642490075/posts/936403071191101,「贏回中華民國」選前之夜！ 2024年總統大選關乎戰爭與和平、清廉與貪腐，選舉結果將決定中華民國的未來，要維持既有的生活方式，我們就必須阻止傷害民主的政黨繼續執政，民主要制衡、政黨要輪替，2024年大選的最後一哩路，侯康邀請您與我們同行，共同見證政黨輪替的歷史時刻。 1月12日是選前最後一天，這天晚上我們將在板橋第一運動場廣場舉辦「贏回中華民國」選前之夜造勢晚會，邀請全國各地的好朋友們到場或線上參與造勢晚會，讓忽視民意的政黨聽見人民真實的聲音。 🔺時間：113年01月12日 下午18:30開放入場 🔺地點：板橋第一運動場廣場(新北市板橋區漢生東路278號) 🔺電視轉播：東森超視、中視無線台 🔺網路直播：中天新聞YouTube頻道、ETtoday新聞雲Facebook粉絲專頁,https://www.facebook.com/photo.php?fbid=936403001191108&set=a.265757781588970&type=3,,,,,,,,1.26
柯文哲,DoctorKoWJ,100044470088043,PERSON,TW,"現任台灣民眾黨主席，前臺北市市長、臺大醫院急診部醫師、臺大醫院創傷醫學部主任、臺大醫學院教授
興趣:建立SOP

人生哲學：
對的事情認真做，不對的事不要做
心存善念，盡力而為
",2011-10-20 12:27:28,2058820,2192088,2024-01-10 14:14:36 CST,2024-01-10,14:14:36,Photo,"21,180",18855,1609,365,107,13,95,8,41,87,,-,0,0,0,N/A,https://www.facebook.com/100044470088043/posts/913186990173629,面對這樣的國家級烏龍，我的態度是「面對問題、解決問題」： 1.重大事件發生，國防部發出的簡訊如果是錯的，會發生什麼事？ 2.國家解釋了，結果人民不相信、訊息混亂，又會發生什麼事？ 3.所以我說昨天從國防部、行政院到蔡總統的發言反應是不對的，這個烏龍是「很多層面」出問題，查核、溝通都不到位。政府應該要想「怎麼避免錯誤重演」，而不是裝可愛，一句話說不用怕。「妳這樣講，我們才害怕」 4.這就像是最真實的演習，「不恃敵之不來，恃吾有以待之」才是正確態度。,https://www.facebook.com/photo.php?fbid=913186976840297&set=a.520233142802351&type=3,,,,,,,,-1.25
柯文哲,DoctorKoWJ,100044470088043,PERSON,TW,"現任台灣民眾黨主席，前臺北市市長、臺大醫院急診部醫師、臺大醫院創傷醫學部主任、臺大醫學院教授
興趣:建立SOP

人生哲學：
對的事情認真做，不對的事不要做
心存善念，盡力而為
",2011-10-20 12:27:28,2058820,2192088,2024-01-10 14:04:21 CST,2024-01-10,14:04:21,Native Video,"23,276",20565,1307,988,198,2,23,2,36,155,owned,Yes,85375,92435,0,00:01:12,https://www.facebook.com/100044470088043/posts/913182963507365,我相信，我們努力的現在，是下一代的光明未來。 台灣是一首波瀾壯闊的史詩，我們有勇渡黑水溝的冒險犯難先民，有過血淚交織追求民主的百年歷程。一代接著一代，先來後到，交會在這座美麗海洋上的福爾摩沙，成就台澎金馬的民主 #中華民國。 我們承先啟後，一次一次感受到時代變革的劇烈脈膊，當30年來民主化之路演變成藍綠兩極惡鬥，意識形態治國之時，我們知道，迎接新政治文化，召喚理性、科學、務實、清廉、勤政、愛民、愛鄉土的時刻，已經到來。 人民厭倦了謊言欺騙，痛恨貪腐叢生、人民渴望打破陳因陋襲，此刻，我們正站在歷史的交叉路口。 我們勇敢向前走吧！ 再三天，為下一代的光明未來，為自己贏回 #美好臺灣！ #最好的選哲 #1號柯文哲吳欣盈,https://www.facebook.com/DoctorKoWJ/videos/3711367549134468/,,,我相信，我們努力的現在，是下一代的光明未來,,,,,2.11
侯友宜,houyuih,100044642490075,POLITICIAN,TW,顧好台灣，人民好康！,2016-05-26 07:40:26,621740,672365,2024-01-10 14:03:31 CST,2024-01-10,14:03:31,Live Video Complete,"9,506",5539,2603,763,405,3,16,4,37,136,crosspost,Yes,66310,67543,77653,02:34:52,https://www.facebook.com/100044642490075/posts/1390435368526517,【Live直播】「高雄站出來 侯康在眼前！」侯友宜高雄車隊掃街拜票,https://www.facebook.com/houyuih/videos/1390435368526517/,,,【Live直播】「高雄站出來 侯康在眼前！」侯友宜高雄車隊掃街拜票,,,,,2.13
賴清德,chingte,100044573580122,POLITICIAN,TW,2020年5月20日宣誓就任第15任副總統,2010-12-15 08:29:54,853293,889480,2024-01-10 13:55:28 CST,2024-01-10,13:55:28,Live Video Complete,"4,985",3918,697,62,161,2,12,1,38,94,crosspost,No,21772,21886,25758,00:26:00,https://www.facebook.com/100044573580122/posts/782984343639527,【直播中】「團結護國迎向勝利之夜，雙北站出來」造勢宣傳記者會,https://www.facebook.com/chingte/videos/782984343639527/,,,【直播中】24-01-10   「團結護國迎向勝利之夜，雙北站出來」造勢宣傳記者會,,,,,-1.33
賴清德,chingte,100044573580122,POLITICIAN,TW,2020年5月20日宣誓就任第15任副總統,2010-12-15 08:29:54,853293,889480,2024-01-10 13:52:02 CST,2024-01-10,13:52:02,Live Video Complete,"14,209",7747,5449,157,589,3,14,7,44,199,crosspost,No,41389,41883,84677,03:40:06,https://www.facebook.com/100044573580122/posts/394049823074103,【直播中】台灣隊出發！與我們一起在路上！🚗 1月10日 下午場,https://www.facebook.com/chingte/videos/394049823074103/,,,【直播中】台灣隊出發！與我們一起在路上！🚗 1月10日 下午場,,,,,2.14
侯友宜,houyuih,100044642490075,POLITICIAN,TW,顧好台灣，人民好康！,2016-05-26 07:40:26,621740,672365,2024-01-10 12:31:35 CST,2024-01-10,12:31:35,Native Video,"50,890",46124,2630,1228,211,10,85,14,107,481,owned,Yes,714041,718558,0,00:01:00,https://www.facebook.com/100044642490075/posts/936218601209548,2024，是關鍵的時刻！是決定台灣未來的時刻，是專制與民主的選擇，是貪腐與清廉的選擇、是沈淪與改變的選擇，更是戰爭與和平的選擇！ 2024，是關鍵的時刻！「發動戰爭的人，往往是國家領袖，而不是人民」，我侯友宜走的，是反台獨，反一國兩制，對台灣未來最有利的中間路線，我堅持的是，台灣的未來，需要由兩三千百萬人共同決定。 2024，是關鍵的時刻！絕對的權力已經使民進黨絕對的腐化，我侯友宜會站出來用性命捍衛中華民國、用性命打拼讓台灣人民過好日子，在這片土地上，我們不是敵人，我們都是台灣人。 關鍵時刻，2024/1/13請台灣人民集合站出來！讓我們再一次一起下架貪腐無能的政黨！ 關鍵時刻，2024/1/13請台灣人民集合站出來！民主要制衡，我們要眾志成城，一起完成政黨輪替！ 關鍵時刻，2024/1/13請台灣人民集合站出來，總統、副總統請集中支持會贏的最佳拍檔，侯友宜、趙少康！,https://www.facebook.com/houyuih/videos/1838662359901791/,,,台灣的未來，關鍵時刻60秒版,,,,,4.96
